"","team","Goals","Assists","Shots","Shots on Goal","Saves","Penalties Scored","Penalty Kicks","Crosses","Corner Kicks","Passes","Offside","Fouls Committed","Cautions/Yellow Cards","Red Cards","Ball Possession","date","Opponent","GoalsAllowed","GameID","home_away","win_flag","gameweek_points","goal_conversion_total_shots","goal_conversion_shots_on_goal","unassisted_goals","passes_per_goal","fouls_per_yellow_card","fouls_per_red_card","goal_difference","game_week","team_gameweek_id","opp_team_gameweek_id","cumu_points","cumu_goal_difference","cumu_goals","team_standing_rank","opp_standing_rank","standing_difference","close_standing_flag","against_top_6_flag","value_point","points_lag1","points_lag2","points_lag3","opponent_standing_lag1","opponent_standing_lag2","opponent_standing_lag3"
"370","BOU",0,0,14,4,2,0,0,23,4,403,3,8,1,0,0.41,"20181226","TOT",5,"TOTvBOU20181226","away",0,0,0,0,0,Inf,8,Inf,-5,19,"BOU-19","TOT-19",26,-6,27,12,2,-10,0,1,-Inf,3,0,0,13,7,1
"371","CRY",0,0,31,5,4,0,0,38,12,437,0,9,0,0,0.61,"20181226","yCC",0,"CRYvyCC20181226","home",0,1,0,0,0,Inf,Inf,Inf,0,19,"CRY-19","yCC-19",19,-8,17,14,17,3,1,0,3,3,3,0,2,12,11
"372","yCC",0,0,9,4,5,0,0,15,1,224,3,11,3,0,0.39,"20181226","CRY",0,"CRYvyCC20181226","away",0,1,0,0,0,Inf,3.66666666666667,Inf,0,19,"yCC-19","CRY-19",15,-20,18,17,14,-3,1,0,-3,0,0,3,6,10,19
"373","BUR",1,0,11,4,1,0,0,28,5,299,2,11,2,0,0.51,"20181226","EVE",5,"BURvEVE20181226","home",0,0,0.0909090909090909,0.25,1,299,5.5,Inf,-4,19,"BUR-19","EVE-19",12,-24,17,18,8,-10,0,0,-Inf,0,0,3,5,3,13
"374","EVE",5,3,13,6,2,1,1,23,7,312,2,19,4,0,0.49,"20181226","BUR",1,"BURvEVE20181226","away",1,3,0.384615384615385,0.833333333333333,2,62.4,4.75,Inf,4,19,"EVE-19","BUR-19",27,2,31,8,18,10,0,0,3.33333333333333,0,0,1,3,2,12
"375","BHA",1,0,12,3,3,0,0,25,4,272,1,10,2,0,0.33,"20181226","ARS",1,"BHAvARS20181226","home",0,1,0.0833333333333333,0.333333333333333,1,272,5,Inf,0,19,"BHA-19","ARS-19",22,-6,21,13,5,-8,0,1,-8,0,0,0,8,4,17
"376","ARS",1,1,7,4,2,0,0,23,9,657,1,4,1,0,0.67,"20181226","BHA",1,"BHAvARS20181226","away",0,1,0.142857142857143,0.25,0,657,4,Inf,0,19,"ARS-19","BHA-19",38,16,41,5,13,8,0,0,8,3,0,3,18,17,18
"377","WAT",1,1,10,2,2,0,0,18,3,319,0,15,1,0,0.39,"20181226","CHE",2,"WATvCHE20181226","home",0,0,0.1,0.5,0,319,15,Inf,-1,19,"WAT-19","CHE-19",27,-1,26,10,4,-6,0,1,-Inf,3,3,1,12,16,7
"378","CHE",2,1,10,4,1,1,1,16,4,653,2,5,0,0,0.61,"20181226","WAT",1,"WATvCHE20181226","away",1,3,0.2,0.5,1,326.5,Inf,Inf,1,19,"CHE-19","WAT-19",40,21,37,4,10,6,0,0,2,0,3,3,9,13,2
"379","SOU",1,0,11,5,3,0,0,23,4,344,4,10,2,0,0.45,"20181227","WHU",2,"SOUvWHU20181227","home",0,0,0.0909090909090909,0.2,1,344,5,Inf,-1,19,"SOU-19","WHU-19",15,-15,20,16,9,-7,0,0,-Inf,3,3,0,19,5,14
"380","WHU",2,1,16,5,4,0,0,25,5,406,2,3,0,0,0.55,"20181227","SOU",1,"SOUvWHU20181227","away",1,3,0.125,0.4,1,203,Inf,Inf,1,19,"WHU-19","SOU-19",27,-1,27,9,16,7,0,0,2.33333333333333,0,3,3,7,20,16
"381","LEI",0,0,16,7,2,0,1,28,10,393,0,14,0,0,0.59,"20181229","yCC",1,"LEIvyCC20181229","home",0,0,0,0,0,Inf,Inf,Inf,-1,20,"LEI-20","yCC-20",28,1,24,8,16,8,0,0,Inf,3,3,0,3,4,15
"382","yCC",1,1,12,3,7,0,0,29,4,197,1,16,2,0,0.41,"20181229","LEI",0,"LEIvyCC20181229","away",1,3,0.0833333333333333,0.333333333333333,0,197,8,Inf,1,20,"yCC-20","LEI-20",18,-19,19,16,8,-8,0,0,-2.66666666666667,1,0,0,14,6,10
"383","TOT",1,1,10,3,1,0,0,15,6,608,0,7,3,0,0.58,"20181229","WLV",3,"TOTvWLV20181229","home",0,0,0.1,0.333333333333333,0,608,2.33333333333333,Inf,-2,20,"TOT-20","WLV-20",45,22,43,3,7,4,0,0,Inf,3,3,3,12,11,18
"384","WLV",3,3,11,4,2,0,0,28,7,358,4,7,2,0,0.42,"20181229","TOT",1,"TOTvWLV20181229","away",1,3,0.272727272727273,0.75,0,119.333333333333,3.5,Inf,2,20,"WLV-20","TOT-20",29,0,23,7,3,-4,0,1,-1.33333333333333,1,0,3,19,1,11
"385","WAT",1,1,12,5,1,0,0,29,3,503,1,17,1,0,0.6,"20181229","NEW",1,"WATvNEW20181229","home",0,1,0.0833333333333333,0.2,0,503,17,Inf,0,20,"WAT-20","NEW-20",28,-1,27,9,15,6,0,0,6,0,3,3,4,12,16
"386","NEW",1,1,8,2,4,0,0,29,6,246,4,16,2,0,0.4,"20181229","WAT",1,"WATvNEW20181229","away",0,1,0.125,0.5,0,246,8,Inf,0,20,"NEW-20","WAT-20",18,-12,15,15,9,-6,0,0,-6,0,1,3,1,20,19
"387","FUL",1,1,14,5,5,0,0,23,4,326,3,12,3,0,0.42,"20181229","HUD",0,"FULvHUD20181229","home",1,3,0.0714285714285714,0.2,0,326,4,Inf,1,20,"FUL-20","HUD-20",14,-25,18,19,20,1,1,0,0.333333333333333,1,1,0,11,15,9
"388","HUD",0,0,9,5,4,0,0,25,3,448,2,10,1,0,0.58,"20181229","FUL",1,"FULvHUD20181229","away",0,0,0,0,0,Inf,10,Inf,-1,20,"HUD-20","FUL-20",10,-23,12,20,19,-1,1,0,-Inf,0,0,0,6,16,14
"389","BHA",1,0,11,3,4,0,0,23,6,277,2,10,0,0,0.48,"20181229","EVE",0,"BHAvEVE20181229","home",1,3,0.0909090909090909,0.333333333333333,1,277,Inf,Inf,1,20,"BHA-20","EVE-20",25,-5,22,13,10,-3,1,0,-1,1,0,0,5,8,4
"390","EVE",0,0,13,4,2,0,0,24,6,347,1,11,2,0,0.52,"20181229","BHA",1,"BHAvEVE20181229","away",0,0,0,0,0,Inf,5.5,Inf,-1,20,"EVE-20","BHA-20",27,1,31,10,13,3,1,0,Inf,3,0,0,18,3,2
"391","LIV",5,1,15,10,1,2,2,11,5,438,2,8,1,0,0.45,"20181229","ARS",1,"LIVvARS20181229","home",1,3,0.333333333333333,0.5,4,87.6,8,Inf,4,20,"LIV-20","ARS-20",54,40,48,1,5,4,0,1,1.33333333333333,3,3,3,15,10,6
"392","ARS",1,1,8,2,5,0,0,19,3,492,5,13,2,0,0.55,"20181229","LIV",5,"LIVvARS20181229","away",0,0,0.125,0.5,0,492,6.5,Inf,-4,20,"ARS-20","LIV-20",38,12,42,5,1,-4,0,1,-Inf,1,3,0,13,18,17
"393","CRY",0,0,4,0,3,0,0,17,3,331,3,11,0,0,0.39,"20181230","CHE",1,"CRYvCHE20181230","home",0,0,0,NA,0,Inf,Inf,Inf,-1,20,"CRY-20","CHE-20",19,-9,17,14,4,-10,0,1,-Inf,1,3,3,17,2,12
"394","CHE",1,1,12,4,0,0,0,22,4,702,3,8,1,0,0.61,"20181230","CRY",0,"CRYvCHE20181230","away",1,3,0.0833333333333333,0.25,0,702,8,Inf,1,20,"CHE-20","CRY-20",43,22,38,4,14,10,0,0,3.33333333333333,3,0,3,10,9,13
"395","SOU",1,0,5,4,4,0,0,11,3,176,0,11,2,1,0.3,"20181230","MCI",3,"SOUvMCI20181230","home",0,0,0.2,0.25,1,176,5.5,11,-2,20,"SOU-20","MCI-20",15,-17,21,17,2,-15,0,1,-Inf,0,3,3,9,19,5
"396","MCI",3,2,14,6,3,0,0,24,8,723,2,10,3,0,0.7,"20181230","SOU",1,"SOUvMCI20181230","away",1,3,0.214285714285714,0.5,1,241,3.33333333333333,Inf,2,20,"MCI-20","SOU-20",47,38,54,2,17,15,0,0,5,0,0,3,7,14,8
"397","BUR",2,2,17,5,4,0,0,28,5,273,4,15,1,0,0.45,"20181230","WHU",0,"BURvWHU20181230","home",1,3,0.117647058823529,0.4,0,136.5,15,Inf,2,20,"BUR-20","WHU-20",15,-22,19,18,11,-7,0,0,-2.33333333333333,0,0,0,8,5,3
"398","WHU",0,0,11,4,3,0,0,25,5,364,1,11,4,0,0.55,"20181230","BUR",2,"BURvWHU20181230","away",0,0,0,0,0,Inf,2.75,Inf,-2,20,"WHU-20","BUR-20",27,-3,27,11,18,7,0,0,Inf,3,0,3,16,7,20
"399","MUN",4,4,11,8,2,0,0,16,4,638,6,10,2,1,0.62,"20181230","BOU",1,"MUNvBOU20181230","home",1,3,0.363636363636364,0.5,0,159.5,5,10,3,20,"MUN-20","BOU-20",35,9,41,6,12,6,0,0,2,3,3,0,20,17,1
"400","BOU",1,1,7,3,4,0,0,16,5,301,0,7,0,0,0.38,"20181230","MUN",4,"MUNvBOU20181230","away",0,0,0.142857142857143,0.333333333333333,0,301,Inf,Inf,-3,20,"BOU-20","MUN-20",26,-9,28,12,6,-6,0,1,-Inf,0,3,0,2,13,7
